,frequency_segment,monetary_segment,recency_segment,client_id
2814,1,3,3,17896_id
2815,1,4,1,3040_id
2816,1,4,1,2537_id
2817,1,4,1,4625_id
2818,1,4,1,8365_id
2819,1,4,2,9254_id
2820,1,4,1,4297_id
2821,1,4,1,955_id
2822,1,4,1,3493_id
2823,1,4,2,13070_id
2824,1,4,1,3535_id
2825,1,3,2,11934_id
2826,1,4,2,10925_id
2827,1,4,1,6571_id
2828,1,4,1,11229_id
2829,1,4,1,10338_id
2830,1,2,2,16507_id
2831,1,4,1,2163_id
2832,1,4,1,6646_id
2833,1,4,1,2121_id
2834,1,4,2,11715_id
2835,3,2,3,18921_id
2836,1,3,2,13547_id
2837,1,4,1,8552_id
2838,1,4,1,3129_id
2839,1,4,2,9065_id
2840,1,4,1,5993_id
2841,1,3,2,15983_id
2842,1,3,2,13579_id
2843,4,1,4,19761_id
2844,1,4,1,8730_id
2845,1,4,1,2255_id
2846,1,4,2,13954_id
2847,1,4,1,4059_id
2848,1,4,1,11043_id
2849,1,4,1,3048_id
2850,1,4,1,7277_id
2851,1,4,1,4106_id
2852,1,3,2,16663_id
2853,1,4,2,12334_id
2854,1,4,2,9950_id
2855,1,3,2,13789_id
2856,1,2,2,16911_id
2857,1,4,1,9480_id
2858,1,3,2,12677_id
2859,1,4,2,9093_id
2860,1,4,1,7150_id
2861,1,3,2,14837_id
2862,1,4,1,5586_id
2863,1,4,1,7846_id
2864,1,3,2,16497_id
2865,1,3,2,14824_id
2866,1,4,1,6569_id
2867,2,2,3,17750_id
2868,1,4,1,3482_id
2869,1,3,2,13903_id
2870,1,2,2,16404_id
2871,1,4,1,4762_id
2872,1,4,1,4921_id
2873,1,4,2,10230_id
2874,1,4,1,10757_id
2875,1,4,1,1164_id
2876,1,3,2,17034_id
2877,1,3,2,11657_id
2878,1,4,2,11381_id
2879,1,4,1,5452_id
2880,1,4,1,1502_id
2881,1,4,1,2448_id
2882,1,4,1,4437_id
2883,1,4,1,4996_id
2884,1,3,2,14879_id
2885,1,4,1,3259_id
2886,1,4,1,7571_id
2887,1,4,1,5858_id
2888,1,2,2,17499_id
2889,1,4,1,8773_id
2890,1,4,1,7082_id
2891,1,4,1,8903_id
2892,1,4,2,11445_id
2893,3,1,3,19129_id
2894,1,2,2,16820_id
2895,1,4,1,1271_id
2896,1,4,1,5587_id
2897,1,4,1,7797_id
2898,1,4,2,10679_id
2899,1,4,1,5257_id
2900,1,4,2,12853_id
2901,1,4,1,2773_id
2902,1,4,1,4371_id
2903,1,4,1,5969_id
2904,1,4,1,6122_id
2905,1,4,1,2924_id
2906,1,4,1,7511_id
2907,1,4,1,987_id
2908,1,3,2,16079_id
2909,1,2,2,16743_id
2910,1,4,1,6731_id
2911,1,2,2,17505_id
2912,1,4,1,8658_id
2913,1,4,1,3331_id
2914,1,4,1,4989_id
2915,1,4,1,7397_id
2916,1,4,1,5583_id
2917,1,4,2,9111_id
2918,1,3,2,15627_id
2919,1,4,1,4348_id
2920,1,4,1,6786_id
2921,1,4,1,4829_id
2922,3,1,3,19428_id
2923,1,4,1,2150_id
2924,1,4,2,11150_id
2925,2,2,2,17759_id
2926,1,3,2,12718_id
2927,1,4,1,7392_id
2928,1,4,1,3857_id
2929,1,3,2,14843_id
2930,1,4,1,7438_id
2931,3,2,3,18968_id
2932,1,4,1,5263_id
2933,1,4,1,622_id
2934,1,4,1,8081_id
2935,1,3,2,17452_id
2936,1,4,1,5501_id
2937,1,4,2,13559_id
2938,1,4,1,2205_id
2939,1,4,1,6072_id
2940,1,3,2,15762_id
2941,1,4,1,4151_id
2942,1,3,2,13979_id
2943,1,3,2,16434_id
2944,1,4,1,4631_id
2945,1,4,2,12443_id
2946,1,4,1,3596_id
2947,1,4,1,7650_id
2948,1,4,1,6765_id
2949,1,4,1,9521_id
2950,1,4,2,13120_id
2951,1,4,1,2172_id
2952,1,3,2,17492_id
2953,1,4,1,2165_id
2954,1,4,1,6523_id
2955,1,4,1,6504_id
2956,1,4,2,12596_id
2957,2,2,3,18514_id
2958,1,4,1,835_id
2959,1,4,1,4617_id
2960,1,4,2,11046_id
2961,1,4,1,4948_id
2962,1,4,1,8375_id
2963,2,3,2,17703_id
2964,1,3,2,15755_id
2965,1,4,1,7689_id
2966,1,4,1,3132_id
2967,1,4,1,3745_id
2968,1,4,1,4022_id
2969,1,4,1,4357_id
2970,1,4,1,2203_id
2971,1,4,1,4181_id
2972,1,4,1,10945_id
2973,1,4,1,10686_id
2974,2,2,3,18552_id
2975,1,4,2,11145_id
2976,1,4,1,5876_id
2977,1,4,1,3508_id
2978,1,4,1,2445_id
2979,1,4,1,6769_id
2980,1,4,1,1881_id
2981,1,4,1,9801_id
2982,1,4,1,275_id
2983,1,4,1,8994_id
2984,1,3,2,15077_id
2985,1,4,1,170_id
2986,1,4,1,1860_id
2987,1,4,2,11355_id
2988,1,3,2,14980_id
2989,1,4,1,1743_id
2990,1,4,1,2130_id
2991,1,3,2,14821_id
2992,1,4,1,8505_id
2993,1,4,1,2842_id
2994,1,4,1,5635_id
2995,4,1,3,19473_id
2996,1,4,1,2216_id
2997,1,2,2,16782_id
2998,1,4,2,10229_id
2999,2,2,3,18459_id
3000,1,4,1,4442_id
3001,1,4,2,9438_id
3002,1,4,2,10995_id
3003,2,2,2,17907_id
3004,1,4,1,3738_id
3005,1,4,1,8332_id
3006,1,4,1,9255_id
3007,1,4,1,7670_id
3008,1,3,2,13828_id
3009,1,4,1,1392_id
3010,1,4,1,2141_id
3011,1,4,1,841_id
3012,1,4,1,6631_id
3013,1,4,2,11064_id
3014,2,3,2,17757_id
3015,1,4,1,3824_id
3016,1,3,2,16483_id
3017,1,4,1,7845_id
3018,1,4,2,9826_id
3019,1,4,1,1620_id
3020,1,4,2,12607_id
3021,1,4,1,6303_id
3022,1,4,2,11367_id
3023,1,4,1,4526_id
3024,2,2,2,18295_id
3025,1,4,1,1446_id
3026,3,2,3,18724_id
3027,2,2,3,17812_id
3028,1,4,2,12238_id
3029,1,4,1,1597_id
3030,1,4,1,2329_id
3031,1,3,2,16655_id
3032,1,4,1,5541_id
3033,1,4,2,10427_id
3034,1,3,2,12983_id
3035,1,2,2,16296_id
3036,1,4,1,8629_id
3037,1,4,1,8197_id
3038,1,3,2,13890_id
3039,3,2,3,18707_id
3040,2,2,3,18660_id
3041,1,3,2,14300_id
3042,1,4,1,207_id
3043,1,4,1,201_id
3044,1,4,1,1893_id
3045,1,3,2,12707_id
3046,1,4,1,6809_id
3047,1,4,1,804_id
3048,1,3,1,11696_id
3049,1,3,1,12043_id
3050,1,4,1,8895_id
3051,1,4,1,896_id
3052,1,3,2,12522_id
3053,1,4,1,708_id
3054,1,4,1,6419_id
3055,1,4,1,6328_id
3056,2,2,3,18884_id
3057,1,4,1,9316_id
3058,4,1,4,19725_id
3059,1,4,1,6994_id
3060,1,3,2,15003_id
3061,1,4,1,2337_id
3062,2,3,2,17781_id
3063,1,4,1,8509_id
3064,4,2,3,19514_id
3065,1,4,1,1367_id
3066,1,3,2,16780_id
3067,2,2,3,17872_id
3068,1,4,1,6075_id
3069,1,4,1,3426_id
3070,1,4,1,1069_id
3071,1,4,2,9364_id
3072,1,3,2,16534_id
3073,1,3,2,13915_id
3074,3,2,3,18551_id
3075,4,1,4,19687_id
3076,1,4,1,1259_id
3077,1,3,2,13079_id
3078,2,2,3,19068_id
3079,1,4,1,2336_id
3080,1,4,1,985_id
3081,1,4,1,5365_id
3082,1,4,1,6683_id
3083,1,2,2,17332_id
3084,1,4,1,8246_id
3085,1,3,2,11889_id
3086,1,4,2,9975_id
3087,1,4,1,2074_id
3088,1,4,1,11699_id
3089,1,4,1,4966_id
3090,1,4,1,3697_id
3091,1,4,1,8589_id
3092,1,4,1,3025_id
3093,1,4,1,6346_id
3094,1,4,1,8745_id
3095,1,4,2,10721_id
3096,1,3,2,11835_id
3097,1,3,2,12997_id
3098,1,4,1,8245_id
3099,1,3,2,15396_id
3100,1,4,1,115_id
3101,1,3,2,14381_id
3102,4,1,4,19702_id
3103,1,3,2,14885_id
3104,1,4,2,11841_id
3105,2,2,2,18282_id
3106,1,2,2,16955_id
3107,1,4,1,4511_id
3108,1,4,1,8478_id
3109,1,4,1,1430_id
3110,1,4,1,1792_id
3111,1,2,3,18422_id
3112,1,4,1,6741_id
3113,1,4,2,10891_id
3114,1,2,2,16931_id
3115,1,4,1,2167_id
3116,1,4,1,4703_id
3117,1,3,2,15143_id
3118,1,4,2,9500_id
3119,1,4,1,8515_id
3120,2,2,3,18697_id
3121,1,2,2,17048_id
3122,1,4,1,7308_id
3123,1,4,1,8877_id
3124,1,4,1,1181_id
3125,1,4,2,11121_id
3126,1,4,2,12441_id
3127,1,4,1,2561_id
3128,1,4,1,6949_id
3129,1,2,2,17363_id
3130,1,3,2,11700_id
3131,1,3,2,15097_id
3132,1,4,1,407_id
3133,1,3,2,15215_id
3134,1,4,1,8893_id
3135,1,4,1,353_id
3136,4,1,3,19558_id
3137,1,3,2,14578_id
3138,1,4,1,7026_id
3139,1,3,2,14510_id
3140,2,2,2,18463_id
3141,1,4,1,5551_id
3142,1,4,1,5524_id
3143,1,4,1,8957_id
3144,1,4,1,1221_id
3145,1,4,2,13445_id
3146,1,3,2,15163_id
3147,1,4,1,7373_id
3148,1,3,2,12142_id
3149,1,4,1,5106_id
3150,1,4,1,3268_id
3151,1,3,2,15935_id
3152,3,1,3,19212_id
3153,1,4,1,272_id
3154,1,4,1,7525_id
3155,1,4,2,11016_id
3156,1,4,1,3979_id
3157,1,4,2,10267_id
3158,1,4,1,8248_id
3159,1,4,1,12262_id
3160,1,4,1,5996_id
3161,1,4,2,10759_id
3162,1,4,1,3066_id
3163,1,4,1,3246_id
3164,4,1,4,19708_id
3165,1,3,2,16658_id
3166,1,4,2,10376_id
3167,1,4,2,9041_id
3168,1,4,1,1080_id
3169,1,4,1,6153_id
3170,1,4,1,791_id
3171,1,4,1,10396_id
3172,1,4,1,2917_id
3173,1,4,1,3248_id
3174,2,2,2,17676_id
3175,1,3,2,14066_id
3176,1,4,1,1460_id
3177,1,4,2,13645_id
3178,1,4,1,113_id
3179,1,4,2,9709_id
3180,2,3,2,17565_id
3181,1,4,1,2473_id
3182,1,4,2,10739_id
3183,1,4,1,4738_id
3184,1,4,1,6208_id
3185,1,2,2,16918_id
3186,1,4,1,4558_id
3187,1,4,1,4278_id
3188,1,4,1,6948_id
3189,1,4,2,9820_id
3190,1,4,1,6081_id
3191,1,3,2,12616_id
3192,1,4,1,4572_id
3193,1,3,2,13837_id
3194,1,2,2,16854_id
3195,1,3,2,16829_id
3196,1,4,1,8079_id
3197,1,4,1,6206_id
3198,1,4,2,11067_id
3199,1,4,1,11527_id
3200,1,4,1,2455_id
3201,1,4,2,10801_id
3202,1,3,2,14095_id
3203,1,4,1,2784_id
3204,1,4,1,7347_id
3205,4,1,4,19775_id
3206,1,4,1,6901_id
3207,1,4,1,2810_id
3208,1,4,1,3795_id
3209,1,4,1,8788_id
3210,1,4,1,3815_id
3211,1,3,2,14427_id
3212,1,4,2,12017_id
3213,1,4,1,3957_id
3214,1,4,1,626_id
3215,1,3,2,14894_id
3216,2,2,3,18284_id
3217,1,4,1,5903_id
3218,1,4,1,206_id
3219,1,4,2,10642_id
3220,1,4,1,7435_id
3221,1,4,1,3712_id
3222,1,4,1,480_id
3223,1,3,2,11641_id
3224,1,4,1,310_id
3225,1,4,1,8673_id
3226,1,2,2,17426_id
3227,1,4,2,10841_id
3228,1,4,1,10682_id
3229,1,4,1,2994_id
3230,1,3,2,15685_id
3231,1,4,1,917_id
3232,1,3,2,12231_id
3233,2,2,2,18525_id
3234,1,4,1,4899_id
3235,1,4,1,6797_id
3236,1,4,1,9856_id
3237,1,4,1,6009_id
3238,1,4,1,1773_id
3239,1,3,2,13181_id
3240,1,4,1,547_id
3241,1,3,2,14741_id
3242,1,4,1,112_id
3243,1,4,1,10595_id
3244,1,4,2,9534_id
3245,1,2,2,16327_id
3246,1,4,1,915_id
3247,1,3,2,13762_id
3248,1,4,1,2734_id
3249,1,4,1,7239_id
3250,1,3,2,15601_id
3251,1,3,2,11757_id
3252,1,4,1,479_id
3253,1,4,1,5935_id
3254,1,3,2,12938_id
3255,1,4,1,6483_id
3256,1,4,1,5703_id
3257,1,2,2,17414_id
3258,1,3,2,14992_id
3259,1,4,1,9949_id
3260,1,4,1,7862_id
3261,1,4,1,2040_id
3262,1,4,1,1583_id
3263,1,4,1,3761_id
3264,1,3,2,16536_id
3265,1,4,1,2940_id
3266,1,4,1,11172_id
3267,1,3,2,13561_id
3268,1,4,1,11750_id
3269,1,4,1,8716_id
3270,1,3,2,15674_id
3271,1,4,1,2278_id
3272,1,4,1,2777_id
3273,1,3,2,14415_id
3274,1,4,1,8659_id
3275,1,4,1,11568_id
3276,1,4,2,10433_id
3277,1,3,1,11687_id
3278,1,3,2,12994_id
3279,1,3,2,15671_id
3280,1,3,2,17339_id
3281,4,1,4,19799_id
3282,1,4,2,13489_id
3283,1,4,1,4148_id
3284,1,4,1,5983_id
3285,1,4,1,3524_id
3286,1,4,1,3995_id
3287,1,4,2,10855_id
3288,1,3,2,15354_id
3289,1,4,1,8076_id
3290,1,3,2,13382_id
3291,1,2,2,16890_id
3292,1,3,2,12706_id
3293,1,4,1,677_id
3294,2,2,2,18421_id
3295,1,4,1,3282_id
3296,1,2,2,16406_id
3297,3,1,3,19539_id
3298,1,4,1,604_id
3299,1,3,2,16099_id
3300,1,4,1,1331_id
3301,1,4,1,7321_id
3302,1,4,1,1751_id
3303,1,3,2,12531_id
3304,1,3,2,13732_id
3305,1,4,2,10529_id
3306,1,4,1,6470_id
3307,1,4,1,2813_id
3308,1,2,2,16634_id
3309,1,4,1,3137_id
3310,1,3,2,14563_id
3311,1,3,2,12720_id
3312,1,4,1,2626_id
3313,1,4,1,7869_id
3314,3,1,3,19059_id
3315,1,4,2,9330_id
3316,1,4,1,5137_id
3317,3,2,3,18650_id
3318,1,4,1,2764_id
3319,1,4,1,1486_id
3320,1,4,1,2305_id
3321,1,4,1,3791_id
3322,1,4,1,8469_id
3323,1,4,1,684_id
3324,1,4,1,5124_id
3325,1,4,1,1397_id
3326,1,4,1,3956_id
3327,1,4,2,9194_id
3328,1,3,2,12885_id
3329,3,1,3,19096_id
3330,1,4,1,2395_id
3331,1,4,2,9508_id
3332,1,4,1,8424_id
3333,1,3,2,11893_id
3334,1,4,2,10378_id
3335,1,4,1,3485_id
3336,1,4,1,6975_id
3337,1,4,1,6449_id
3338,1,4,1,424_id
3339,1,4,1,1040_id
3340,1,4,1,4794_id
3341,1,4,1,4919_id
3342,1,4,1,5521_id
3343,1,4,1,5643_id
3344,1,2,2,17328_id
3345,1,4,1,5496_id
3346,1,4,2,12295_id
3347,1,4,1,1359_id
3348,1,4,1,10053_id
3349,1,3,2,14468_id
3350,1,4,1,6686_id
3351,1,4,1,4844_id
3352,1,4,1,8164_id
3353,1,4,1,5244_id
3354,1,4,1,823_id
3355,1,4,1,7433_id
3356,1,4,1,6230_id
3357,1,4,1,2628_id
3358,1,4,1,10980_id
3359,1,4,1,6207_id
3360,1,4,2,9328_id
3361,1,4,1,7915_id
3362,1,4,1,7730_id
3363,1,4,1,2292_id
3364,1,4,1,1195_id
3365,1,4,1,6826_id
3366,1,3,2,14364_id
3367,1,4,1,7956_id
3368,1,4,1,10791_id
3369,1,4,1,5662_id
3370,1,3,1,12318_id
3371,1,4,2,13639_id
3372,1,4,1,4455_id
3373,1,4,1,8337_id
3374,3,2,3,18851_id
3375,1,4,1,3134_id
3376,1,4,1,8863_id
3377,1,4,2,12666_id
3378,1,4,1,3498_id
3379,1,4,1,2536_id
3380,1,4,1,2833_id
3381,1,4,1,7820_id
3382,1,4,2,12625_id
3383,1,4,1,11585_id
3384,1,3,2,15625_id
3385,1,4,1,5105_id
3386,1,4,1,4017_id
3387,1,3,2,15041_id
3388,1,4,1,5531_id
3389,1,4,1,9911_id
3390,1,4,1,3347_id
3391,1,4,1,6440_id
3392,1,4,1,3998_id
3393,1,4,1,10518_id
3394,1,4,1,6545_id
3395,2,2,3,18723_id
3396,1,4,1,3694_id
3397,1,3,2,13135_id
3398,2,2,2,18512_id
3399,2,2,2,18242_id
3400,1,4,2,12763_id
3401,1,4,1,5936_id
3402,1,4,1,2953_id
3403,1,3,2,15767_id
3404,1,4,1,10361_id
3405,1,4,1,5180_id
3406,1,4,1,5514_id
3407,1,4,1,2213_id
3408,4,1,3,19215_id
3409,1,4,1,1531_id
3410,2,2,2,17954_id
3411,1,4,2,10303_id
3412,1,3,2,14069_id
3413,1,4,1,3613_id
3414,4,1,3,19533_id
3415,1,4,2,13838_id
3416,1,4,1,3291_id
3417,1,4,1,6822_id
3418,1,4,1,3955_id
3419,1,4,1,2901_id
3420,1,4,1,7900_id
3421,1,4,1,7117_id
3422,3,1,3,19169_id
3423,1,3,2,14823_id
3424,1,4,1,2874_id
3425,1,4,1,8919_id
3426,1,3,2,11820_id
3427,1,3,2,17407_id
3428,1,4,1,8875_id
3429,1,4,1,6399_id
3430,1,4,1,8575_id
3431,1,3,2,16540_id
3432,1,4,1,1759_id
3433,1,4,1,4546_id
3434,1,3,2,12014_id
3435,1,4,1,8459_id
3436,1,3,2,14342_id
3437,1,4,1,8466_id
3438,1,2,2,16334_id
3439,1,4,1,7621_id
3440,1,4,2,9120_id
3441,1,4,1,4482_id
3442,1,3,2,12681_id
3443,1,4,1,3047_id
3444,1,4,1,1296_id
3445,1,3,2,15362_id
3446,1,3,1,11721_id
3447,3,1,3,19243_id
3448,1,4,1,4927_id
3449,1,4,1,6173_id
3450,1,4,1,4604_id
3451,1,2,2,16723_id
3452,1,3,2,14848_id
3453,1,4,1,822_id
3454,1,4,1,5822_id
3455,1,4,1,1856_id
3456,1,4,1,3509_id
3457,1,4,1,3502_id
3458,1,4,1,263_id
3459,1,3,2,17191_id
3460,1,4,1,8947_id
3461,1,4,2,11302_id
3462,1,4,1,6578_id
3463,1,4,1,2675_id
3464,1,4,2,14180_id
3465,1,4,1,9776_id
3466,1,4,1,7391_id
3467,2,3,2,17985_id
3468,1,4,1,22_id
3469,1,3,2,15109_id
3470,1,3,2,13960_id
3471,1,3,2,12594_id
3472,1,4,2,9972_id
3473,1,4,1,3826_id
3474,1,4,1,8158_id
3475,1,4,1,11375_id
3476,1,3,2,16395_id
3477,3,2,3,18547_id
3478,1,4,1,829_id
3479,1,3,2,14891_id
3480,1,4,1,2174_id
3481,1,4,1,7479_id
3482,4,1,3,19237_id
3483,1,3,2,15456_id
3484,1,4,1,1362_id
3485,1,4,1,11290_id
3486,3,2,3,18908_id
3487,2,2,3,18493_id
3488,1,3,2,14930_id
3489,1,4,1,871_id
3490,1,4,1,9966_id
3491,3,2,3,18790_id
3492,1,4,2,11271_id
3493,3,2,3,19188_id
3494,1,4,1,4477_id
3495,1,3,2,11984_id
3496,1,3,2,16115_id
3497,1,4,1,2658_id
3498,1,4,1,5895_id
3499,1,4,1,1866_id
3500,1,4,2,9865_id
3501,1,4,2,13244_id
3502,1,3,2,16171_id
3503,1,4,1,1622_id
3504,2,2,2,18438_id
3505,1,3,2,12222_id
3506,1,3,2,15255_id
3507,1,3,2,14667_id
3508,1,4,1,11076_id
3509,1,4,1,9013_id
3510,1,4,1,1714_id
3511,1,4,1,3255_id
3512,1,4,1,11159_id
3513,1,4,1,1713_id
3514,1,3,2,16710_id
3515,1,4,1,2002_id
3516,1,4,2,12530_id
3517,1,2,2,17206_id
3518,1,4,1,650_id
3519,1,4,1,476_id
3520,1,3,2,12253_id
3521,2,2,3,18719_id
3522,1,3,2,12263_id
3523,1,4,1,3385_id
3524,2,2,3,18088_id
3525,1,4,1,9407_id
3526,1,4,1,453_id
3527,1,4,1,7842_id
3528,1,4,1,3220_id
3529,1,3,1,12248_id
3530,1,3,2,15592_id
3531,1,3,2,15274_id
3532,1,4,2,9607_id
3533,1,4,1,3428_id
3534,1,4,1,8684_id
3535,1,4,1,1992_id
3536,1,4,1,7410_id
3537,1,4,1,8219_id
3538,1,4,1,1095_id
3539,1,3,2,16030_id
3540,1,3,2,13863_id
3541,1,3,2,14886_id
3542,1,4,1,3110_id
3543,1,4,1,125_id
3544,1,4,2,10326_id
3545,1,3,2,14708_id
3546,1,3,2,15176_id
3547,1,3,2,14909_id
3548,1,4,1,1727_id
3549,1,4,1,1929_id
3550,1,4,1,539_id
3551,4,2,3,19396_id
3552,1,4,1,10808_id
3553,1,4,1,4528_id
3554,1,3,2,14618_id
3555,1,4,1,2883_id
3556,1,4,2,13399_id
3557,1,4,1,5362_id
3558,1,4,1,2965_id
3559,1,4,1,3287_id
3560,1,4,1,532_id
3561,1,2,2,16596_id
3562,1,3,2,12727_id
3563,1,4,1,5605_id
3564,1,3,2,13163_id
3565,1,4,2,10744_id
3566,1,3,2,12161_id
3567,1,3,2,12449_id
3568,2,2,3,18098_id
3569,1,3,2,13346_id
3570,1,4,2,11038_id
3571,1,3,2,12896_id
3572,1,3,1,11994_id
3573,1,3,2,13743_id
3574,2,2,2,18323_id
3575,1,3,2,14493_id
3576,3,1,3,19054_id
3577,1,4,2,9984_id
3578,1,2,2,16607_id
3579,1,4,1,4567_id
3580,1,3,2,14018_id
3581,1,3,2,11982_id
3582,1,4,1,6648_id
3583,1,2,2,17004_id
3584,1,4,1,3503_id
3585,1,4,1,10804_id
3586,1,4,2,11303_id
3587,1,4,1,311_id
3588,1,4,2,9266_id
3589,1,4,1,6600_id
3590,1,3,2,13525_id
3591,1,4,1,2185_id
3592,1,4,1,3977_id
3593,1,4,1,4788_id
3594,1,4,1,7246_id
3595,1,4,1,4246_id
3596,1,4,1,3512_id
3597,1,4,1,5575_id
3598,1,4,2,10406_id
3599,1,4,1,6151_id
3600,1,4,1,8251_id
3601,1,4,1,2416_id
3602,1,4,2,10913_id
3603,1,4,1,3774_id
3604,1,4,2,12948_id
3605,1,4,1,9157_id
3606,1,4,2,10099_id
3607,1,3,2,16889_id
3608,1,4,1,6745_id
3609,1,4,2,9539_id
3610,1,2,2,16667_id
3611,1,4,1,5323_id
3612,1,4,2,10382_id
3613,1,3,2,14494_id
3614,4,1,3,19314_id
3615,4,1,4,19900_id
3616,1,4,1,8553_id
3617,1,4,1,5800_id
3618,1,4,2,9817_id
3619,1,4,1,3919_id
3620,1,4,1,2273_id
3621,1,4,1,3532_id
3622,1,4,2,11338_id
3623,1,4,1,316_id
3624,1,4,1,3852_id
3625,1,4,2,12836_id
3626,1,4,1,7909_id
3627,1,2,2,16964_id
3628,1,3,2,12304_id
3629,1,4,1,448_id
3630,1,4,1,11075_id
3631,1,4,1,6977_id
3632,1,4,2,9971_id
3633,1,3,2,12733_id
3634,1,4,1,7113_id
3635,1,3,2,14728_id
3636,2,2,2,18356_id
3637,2,3,2,17545_id
3638,1,4,1,2704_id
3639,1,4,1,6584_id
3640,1,4,1,2109_id
3641,1,4,1,7320_id
3642,1,4,1,450_id
3643,1,4,2,10862_id
3644,1,3,2,14235_id
3645,1,4,1,5546_id
3646,1,4,1,8451_id
3647,1,4,1,3985_id
3648,1,4,2,11457_id
3649,1,3,2,16118_id
3650,1,4,2,9387_id
3651,1,4,1,6049_id
3652,1,4,1,5240_id
3653,2,2,2,18345_id
3654,1,4,2,9627_id
3655,1,4,2,9995_id
3656,1,4,1,512_id
3657,1,4,1,2471_id
3658,1,3,2,15191_id
3659,1,4,1,1402_id
3660,1,4,1,3241_id
3661,1,4,1,2772_id
3662,1,4,1,3805_id
3663,1,4,1,5513_id
3664,1,4,1,8155_id
3665,1,4,1,8927_id
3666,1,4,1,7269_id
3667,1,4,1,6542_id
3668,1,3,2,16778_id
3669,1,3,2,16290_id
3670,1,4,2,10999_id
3671,1,3,2,13394_id
3672,1,4,1,3638_id
3673,1,4,1,408_id
3674,1,4,1,8531_id
3675,1,4,1,4942_id
3676,1,3,2,12442_id
3677,1,4,1,6756_id
3678,1,4,1,1984_id
3679,1,3,2,14014_id
3680,1,4,1,6791_id
3681,1,3,2,13116_id
3682,1,2,2,17366_id
3683,1,4,1,7906_id
3684,1,3,2,15273_id
3685,1,4,1,715_id
3686,2,2,2,18542_id
3687,1,4,2,12737_id
3688,1,4,1,6376_id
3689,1,4,1,6292_id
3690,1,4,2,12664_id
3691,1,4,1,8409_id
3692,1,4,1,7625_id
3693,1,4,1,3031_id
3694,1,4,1,5442_id
3695,2,2,3,18915_id
3696,1,3,2,14504_id
3697,1,3,2,15512_id
3698,1,3,2,12444_id
3699,1,4,1,1244_id
3700,1,4,1,1434_id
3701,2,2,2,18021_id
3702,1,4,1,9655_id
3703,1,3,2,15470_id
3704,1,4,1,8357_id
3705,1,4,1,4648_id
3706,1,4,1,3749_id
3707,1,4,1,369_id
3708,1,4,1,3404_id
3709,1,2,2,17227_id
3710,1,3,2,13959_id
3711,2,2,3,18855_id
3712,1,4,1,5335_id
3713,1,4,2,10344_id
3714,1,3,2,14568_id
3715,1,4,1,6784_id
3716,1,4,2,11503_id
3717,1,4,1,2539_id
3718,1,4,1,9462_id
3719,1,3,2,14207_id
3720,1,2,2,17067_id
3721,1,3,2,11624_id
3722,1,4,2,9422_id
3723,1,4,1,6320_id
3724,1,4,2,11238_id
3725,1,4,1,1163_id
3726,1,4,1,1084_id
3727,4,1,4,19741_id
3728,1,4,2,13924_id
3729,1,4,1,3011_id
3730,1,4,1,563_id
3731,1,4,2,12249_id
3732,1,4,1,1141_id
3733,3,2,3,18590_id
3734,1,3,2,13040_id
3735,1,4,1,9501_id
3736,1,4,1,1053_id
3737,1,4,1,4138_id
3738,4,1,3,19481_id
3739,1,4,1,2296_id
3740,1,4,1,3869_id
3741,1,4,1,6945_id
3742,1,3,2,14648_id
3743,1,4,1,4548_id
3744,1,4,1,2423_id
3745,1,4,1,3234_id
3746,1,4,1,11515_id
3747,1,4,1,9307_id
3748,1,3,2,11924_id
3749,1,4,1,6967_id
3750,1,4,2,13057_id
3751,1,4,1,7303_id
3752,1,4,1,5912_id
3753,1,4,1,10990_id
3754,1,4,1,536_id
3755,1,4,1,7801_id
3756,1,4,1,3415_id
3757,2,2,2,18328_id
3758,1,4,1,4011_id
3759,1,4,1,11179_id
3760,1,4,2,9448_id
3761,1,2,2,16486_id
3762,1,4,1,6911_id
3763,1,4,1,5192_id
3764,2,2,2,17874_id
3765,1,4,1,3792_id
3766,1,4,1,675_id
3767,1,4,1,7592_id
3768,1,4,1,7908_id
3769,1,3,2,15996_id
3770,1,4,1,691_id
3771,1,3,2,12255_id
3772,1,4,1,2104_id
3773,1,4,1,1914_id
3774,1,4,1,11615_id
3775,1,4,1,432_id
3776,1,4,1,8020_id
3777,1,4,1,1900_id
3778,3,2,3,18893_id
3779,1,4,1,10514_id
3780,1,4,1,7750_id
3781,1,4,1,9242_id
3782,1,4,1,2896_id
3783,1,3,2,12835_id
3784,1,4,1,3622_id
3785,1,4,1,7368_id
3786,1,4,2,10470_id
3787,1,4,2,9747_id
3788,1,3,2,15537_id
3789,1,4,2,13511_id
3790,3,1,3,19150_id
3791,1,4,2,12804_id
3792,1,4,1,8708_id
3793,1,4,1,2412_id
3794,1,4,1,8316_id
3795,1,3,2,14370_id
3796,1,3,2,12514_id
3797,1,4,1,6253_id
3798,1,4,1,5686_id
3799,1,4,2,10364_id
3800,1,4,1,1034_id
3801,1,4,1,5659_id
3802,1,4,1,2779_id
3803,1,4,1,9439_id
3804,1,4,1,2457_id
3805,1,4,2,10909_id
3806,1,4,1,5155_id
3807,1,4,1,5336_id
3808,1,4,1,2306_id
3809,1,3,2,16067_id
3810,1,4,1,7916_id
3811,1,4,1,7137_id
3812,1,4,1,8517_id
3813,1,4,1,7891_id
3814,1,4,1,8845_id
3815,1,4,1,1260_id
